title,genre,platform,keyword,multiplayer_mode,release_date,storyline,total_rating,total_rating_count
The Last of Us Part II,"5,31","48,167","5,69,4768,12083,12087,12556,27054,39008,39009,39012,39023,39025,39035,39038,39039,39046",,1592524800,"Five years after their dangerous journey across the post-pandemic United States, Ellie and Joel have settled down in Jackson, Wyoming. Living amongst a thriving community of survivors has allowed them peace and stability, despite the constant threat of the infected and other, more desperate survivors. When a violent event disrupts that peace, Ellie embarks on a relentless journey to carry out justice and find closure. As she hunts those responsible one by one, she is confronted with the devastating physical and emotional repercussions of her actions.",92.96463887368829,1487
Half-Life Alyx,"5,9,31","161,163,385","962,2156,30952",,1584921600,"Playing as Alyx Vance, you are humanity’s only chance for survival. The Combine’s control of the planet since the Black Mesa incident has only strengthened as they corral the remaining population in cities. Among them are some of Earth’s greatest scientists: you and your father, Dr. Eli Vance.  As founders of a fledgling resistance, you’ve continued your clandestine scientific activity—performing critical research, and building invaluable tools for the few humans brave enough to defy the Combine.  Every day, you learn more about your enemy, and every day you work toward finding a weakness.",92.92619640000679,198
Cyberpunk 2077: Ultimate Edition,"5,12,31","169,508,6,167,14","103,1494,4150,44629",,1695686400,"In 2077, following an economic collapse sometime during the early 21st century, the United States is forced to rely on large corporations to survive. These corporations deal in a wide range of areas, such as weapons, robotics, cybernetics, pharmaceuticals, communications and biotechnology, and many of these companies operate above the law. The world in between is where decadence, sex and pop culture mix with violent crime, extreme poverty and the unattainable promise of the American Dream. You play as V, a mercenary outlaw deeply embedded in the crime-ridden city of Night City, going after a one-of-a-kind implant that is the key to immortality.",92.87137873100707,90
The Witcher 3: Wild Hunt,"12,31","169,48,6,167,49,130","98,129,138,151,226,227,482,537,592,623,705,770,823,1033,1180,1181,1293,1381,1494,1538,2066,2071,2242,2324,2452,2668,3433,4004,4135,4150,4214,4275,4276,4287,4347,4352,4353,4357,4520,4615,4637,4674,4843,4852,4869,4878,4940,5029,5150,5318,5422,5460,6214,6653,6657,6681,7097,7379,7416,8149,8196,11459,11478,15076,16826,18712,23933,25688,32294,39009,39034,39038,39046,39050,39709,41594,42128,42663,44629,47799,48097,49308",,1431993600,"The Witcher 3: Wild Hunt concludes the story of the witcher Geralt of Rivia, the series' protagonist, whose story to date has been covered in the previous installments. Geralt's new mission comes in dark times as the mysterious and otherworldly army known as the Wild Hunt invades the Northern Kingdoms, leaving only blood soaked earth and fiery ruin in its wake; and it seems the Witcher is the key to stopping their cataclysmic rampage.",92.86480641895591,4911
Super Mario Odyssey,"8,31","508,130","87,138,250,902,1065,1935,2071,2155,2229,2231,2324,3014,4154,4221,4239,4266,4297,4438,4465,4473,4731,4777,4787,4869,4940,7241,7243,7536,7576,8267,9364,12083,12087,12556,29960,39007,39011,39019,39020,39024,39049,40736,44289,44592",8915,1509062400,"Explore incredible places far from the Mushroom Kingdom as you join Mario and his new ally Cappy on a massive, globe-trotting 3D adventure. Use amazing new abilities, like the power to capture and control objects, animals, and enemies to collect Power Moons so you can power up the Odyssey airship and save Princess Peach from Bowser’s wedding plans!",92.86462336549101,1718
Astro Bot,"8,31",167,"575,4836,12083,34931,39008,39009,39011,39020,39025,39046",,1725580800,"When the PS5 mothership is attacked by Astro’s long-standing galactic nemesis, scrambling its wires and scattering the crew throughout space, only Astro can make things right! Setting off on his biggest mission yet, he needs your help to rescue the stranded crew and rebuild the mothership.  Make the most of Astro’s new power-ups, handcrafted to level up your immersion: from springy punches and rockets all the way to a giant sponge!",92.8332653998873,125
God of War Ragnarök,"12,25,31","48,6,167","35,72,226,250,283,367,537,574,701,840,953,977,1186,1313,1884,1971,2066,2184,2202,2280,2574,2951,3222,4287,4392,4878,4974,5000,5019,5792,10359,12103,17268,17271,23809,23933,24955,25805,26965,38828,39008,39009,39012,39023,39024,39035,39038,39039,39049,41556,42105,42159,44373,44749,46408,48013",,1667952000,"The freezing winds of Fimbulwinter have come to Midgard, making survival for Kratos, Atreus, and Mimir in the Norse wilds even more challenging than before.  While the last game built an enormous amount of trust and understanding between father and son, there is still a great deal of complexity in their interactions – especially after the revelation of Atreus’ Giant heritage and the hidden prophecy only Kratos saw.  Atreus is desperately curious. Like most young people, he wants to understand who he is more than anything. In this case, he wants to understand who he could be. The mystery of Loki’s role in the upcoming conflict is something that Atreus cannot let go of. He wants to keep his family safe, but Atreus also doesn’t want to stand by and do nothing while conflict consumes the Nine Realms.  Kratos, still bearing the knowledge of his past mistakes, wants to spare Atreus the bloody lessons he learned from his conflict with gods. He wants to keep his son safe, above all, and their confrontation with Baldur has vindicated the belief that only tragedy will come from further entanglements with the Aesir.  Together, Kratos and Atreus will have to make a choice about which path they will take. Whatever they choose will define the fate of all those living in the Nine Realms as Ragnarök approaches.",92.80426279587479,863
Mario & Luigi: Bowser's Inside Story,"12,31",20,"16,72,274,415,558,1186,1289,1299,1381,1395,1675,2071,2111,2152,2324,2416,3486,4138,4162,4213,4239,4284,4297,4333,4352,4353,4484,4709,4940,4998,5000,5183,5210,5308,5358,5359,5449,5538,5593,5599,5803,5967,6141,6184,6193,7107,7243,7423,9935,10046,10440,11812,12242,13068,13082,26965,46206",,1234310400,"Mario & Luigi: Bowser's Inside Story is the third game in the Mario & Luigi series of games. Players control Mario and Luigi simultaneously in the side-scrolling platform environment of Bowser's body, while also controlling the Koopa King himself in the top-down world of the Mushroom Kingdom. Similar to games like Earthbound, enemy encounters are seen as actual enemies that players can avoid or attempt to strike early. The actual battles are a combination of turn-based menu attacks, and timed reactions to enemies during battle. By watching the way an enemy reacts, you can anticipate their attack and avoid it or counterattack.",92.7743127336844,137
Super Mario Galaxy 2,"8,31","5,41","16,87,137,147,274,394,558,833,902,992,1289,1299,1381,1710,2071,2109,2152,2155,2165,2280,2324,3486,4162,4213,4239,4282,4285,4297,4353,4359,4396,4438,4465,4484,4541,4711,4760,4777,4897,4918,4928,4940,4974,5009,5105,5124,5195,5358,5441,5537,5599,5628,5727,5801,5803,6137,6155,6193,6385,6539,6648,6749,7241,7243,7304,7344,9275,9899,10554,11396,12708,12763,23933,28668,30490,39711,42064",2023,1274572800,"Shining stardust falls on the Mushroom Kingdom once every hundred years. That time had come again…  “Dear Mario, Would you like to share some cake while we watch the shooting stars? Meet me at the castle! Peach”  Mario ran through the field with stars falling around him. Suddenly, he noticed a strange light in the grass. As he peered cautiously through the reeds, he saw a small, lost Luma. With the baby Luma tucked safely under his cap, Mario rushed on to the castle. But when he got there, something unexpected was waiting for him…",92.73838985969064,868
Disco Elysium: The Final Cut,"12,31,32","170,169,48,6,167,14,49,130","72,182,214,215,225,425,1136,1697,1721,2426,3534",,1617062400,"Disco Elysium is a stylish open-world role playing game where it's up to you to decide what sort of detective you want to be.  After waking up in a trashed hostel room with a hangover and no memory of his past, follow a detective trying to piece his life back together while investigating a murder in the town of Revachol.  After initially appearing to be an open and close case, it soon transpires this murder has triggered a chain of events that has wider implications on the city and its inhabitants.  ​Death, sex, taxes, and disco – nothing is off the table. Revachol is a real place with real challenges. Solve the massive murder investigation or relax and kick back with sprawling side-cases.  The detective decides - the citizens abide.",92.59468514232202,191
The Witcher 3: Wild Hunt - Complete Edition,"12,31","169,48,6,167,49,130","151,537,2242,2472,4843",,1472428800,"The Witcher 3: Wild Hunt concludes the story of the witcher Geralt of Rivia, the series' protagonist, whose story to date has been covered in the previous installments. Geralt's new mission comes in dark times as the mysterious and otherworldly army known as the Wild Hunt invades the Northern Kingdoms, leaving only blood soaked earth and fiery ruin in its wake; and it seems the Witcher is the key to stopping their cataclysmic rampage.",92.58625422828203,194
System Shock,"5,12","149,6,14,13","103,223,274,575,974,1033,1097,1289,1322,1423,1440,1898,2199,2489,2724,4054,4213,4359,4891,5175,5257,5896,7315,8262,8974,9341,12349,17092,18772,23970,27691,40744",,780192000,"You are a hacker. You have attempted to hack into the TriOptimum Corporation Network, and gain unauthorized access to protected files concerning the Space Station Citadel. Unfortunately, your hacking attempts have been detected, and your location is soon tracked. Edward Diego (an executive at TriOptimum Corporation) sees your potential, and is eager to make a deal with you. He will drop all charges against you, if you hack into SHODAN, the artificial intelligence that controls Citadel Station. You will also gain a military grade neuro interface if you are successful. Naturally, you agree to this offer, and Edward Diego gives you Level 1 access to SHODAN. You receive your neuro implant, and undergo a 6-month healing coma.  The game starts when you awake from your coma. But somehow, things are not quite how you remember them. You find an audio log (as well as some other goodies) hidden in a cupboard. The log is from Rebecca Lansing, who is a TriOptimum counter terrorism consultant based on Earth. She tells you that they have detected a disruption on Citadel Station, and that a mining beam is preparing to fire at Earth. Since you are the only contact between Earth and Citadel Station, it is up to you to find out what is going on. You soon discover that when you hacked into SHODAN 6 months ago, you removed all of her ethical restraints. Now she has re-examined her priorities, and drawn her own conclusions about humanity!",92.55261626422636,85
